comment,posting_time,rating
"Einfach unterste Schublade. Lieferung nach 4 Wochen immer noch nicht erhalten.Einzige Kontaktmöglichkeit ist eine E.-Mail Adresse. diese antwortet mit 10 Tagen Verzögerung und verweist auf den Lieferanten. Mein Vertragspartner und Geldempfänger ist allerdings Aldi Süd und nicht der Versender. Meine Frage nach Stornierung und Rückerstattung des Geldes wurde nicht beantwortet. Verbraucherschutz sollte diesen Laden abmahnen oder sogar schließen, riecht stark nach Online-Betrug. Finde auch keine Möglichkeit telefonisch Aldi zu kontaktieren. Muss wohl einen Anealt einschalten.","May 14, 2020",
"Trampolin bestellt. Ware besteht aus 3 Paketen. 2 kamen zum angegebenen Termin an. Das Dritte fehlt nach über einem Monat Wartezeit noch immer. Medion schiebt es auf Corona, aber Corona gab es bei den anderen zwei Paketen auch schon, die zu der gesamten Sendung gehören. Lt. Sendungsverfolgung liegt das Paket noch bei Medion oders dessen Dienstleister im Lager. Mal schauen, ob Paypal seine Kunden schützt...Fall ist noch ein paar Tage offen.","May 13, 2020",Rated 1 out of 5 stars
"Habe am 14.04.2020 online fünf Abdeckungen für Lichtschächte bestellt,","May 13, 2020",Rated 1 out of 5 stars
"Abbuchung der Gesamtsumme am gleichen Tag. Am 15.04. E-Mail erhalten, dass die Ware zur Abholung und Auslieferung an GLS gemeldet wurde und seitdem tut sich nichts. Exakt 4 Wochen später kommt eine E-Mail, dass die Ware ausgeliefert wird. Status bei Lieferverfolgung ist aber immer noch, dass die Ware noch beim Hersteller liegt.","May 13, 2020",Rated 1 out of 5 stars
Bei einer angegebenen Lieferzeit von 4 Tagen bei Bestellung eine Frechheit. Ich werde nie mehr bei Aldi Süd etwas bestellen. Null Sterne bei der Bewertung sind noch zu viel.,"May 13, 2020",Rated 1 out of 5 stars
"Trampolin gekauft und nach nicht mal 1 Woche den ersten Defekt,seitdem keine Antwort auf meine Anfrage per Kontaktformular,Mieser Service! Erst extrem lange Lieferzeit,jetzt keine Reaktion auf die Reklamation.","May 13, 2020",Rated 1 out of 5 stars
Aldi reagiert nicht auf Reklamationen. Telefonisch nicht erreichbar. Nie wieder.,"Updated May 13, 2020",Rated 1 out of 5 stars
"Nie, nie wieder!!!","Updated May 12, 2020",Rated 1 out of 5 stars
"Anfang Januar haben wir einen Swing Stepper per Kreditkarte gekauft. Lieferung dauerte ca bis Februar. Nun ja, der Stepper kam an und war auch voll funktionsfähig. Dennoch nicht unser Gerät. Also ging der Artikel innerhalb der Frist am 08.02 zurück an Aldi. Seitdem bekommen wir weder den Betrag erstattet, noch wird auf Emails ","May 12, 2020",Rated 1 out of 5 stars
"reagiert... Am Telefon heißt es nur, man muss Geduld haben oder der Lieferant wird angeschrieben. Nun der Knaller schlecht hin, seit letzter Woche werde ich dort nicht mal mehr im System gefunden. Aber der "" Chef "" wird kontaktiert damit ""selbstverständlich "" dass Problem gelöst wird und das Geld erstattet wird.","May 11, 2020",Rated 1 out of 5 stars
"Heute, am 13.05.20 ist natürlich noch keine Erstattung auf meinem Konto.","May 11, 2020",Rated 1 out of 5 stars
Ich denke dass das Geld weg ist. Na herzlichen Dank auch für nichts.,"May 11, 2020",Rated 1 out of 5 stars
Auch bei mir Liefert Aldi NICHT,"May 11, 2020",Rated 5 out of 5 stars
"Bestellung Ende März, Grillzubehör der Fa. Enders Colsman AG, 1. Teillieferung nach ca. 1 Woche, ok!","May 9, 2020",Rated 1 out of 5 stars
"2. Teillieferung kommt einfach nicht, Telefonische Nachfragen und Emails seit drei Wochen helfen nicht, angeblich gibt es mit DPD ein Problem, der Kundendienst der Fa. Enders Colsman AG ist überfordert!","May 8, 2020",Rated 1 out of 5 stars
"Am 16.03. hatte ich ein Gewächshaus bei Aldi bestellt. Zwei Wochen später sollte auch die Lieferung erfolgen. Leider war ein Paket auf Grund eines Fehlers von Hermes wieder an den Leiferanten Trans-Service Team zurückgeschickt worden. Die waren nicht in der Lage, das fehlende Paket noch einmal an mich zu schicken. Stattdessen wurden die anderen Pakete am 6.4. wieder bei mir abgeholt und ich sollte ein neues Gewächshaus bestellen. Seitdem warte ich auf die Rückzahlung der 999,-. Außer dem Kontaktformular auf der Website gibt es keine Möglichkeit, Aldi zu kontaktieren. Hier habe ich nur zwei Standardmails bekommen (ich bräuchte noch etwas Geduld, etc...). Der Lieferant hat zwar versprochen, sich zu kümmern, bisher ist aber noch nichts passiert.","May 8, 2020",Rated 1 out of 5 stars
"Ich rate dringends davon ab, hier irgendetwas zu bestellen. So einen schlechten Kundenservice gibt es nirgends!","May 8, 2020",Rated 1 out of 5 stars
Ich kann mich meinen vorherigen Berichterstattern uneingeschränkt anschließen. ,"May 8, 2020",Rated 1 out of 5 stars
Fliegenschutztür am 14.04.2020 gekauft. Die Verpackung in einem desolaten Zustand ausgeliefert bekommen. (Einzelteile der Tür flogen bereits im Auslieferungswagen herum.) ,"May 7, 2020",Rated 1 out of 5 stars
Fliegenschutztür wurde postwendend mit UPS zurück geschickt. ,"May 7, 2020",Rated 1 out of 5 stars
Nie mehr  Aldi liefert,"May 7, 2020",
Ich habe am 07.04.2020 einen Alu Pendelschirm bestellt am selben Tag wurde das Geld abgebucht.Der Schirm wurde bis heute 07.05. nicht geliefert. Mann verweist uns immer an den Spediteur der telefon. nicht ereichbar ist.Ich hätte von Aldi einen beseren Kundebservice erwartet.,"Updated May 7, 2020",Rated 1 out of 5 stars
Prophete-pedelecs im Angebot? ,"May 7, 2020",Rated 1 out of 5 stars
10 Minuten vor offiziellem Verkaufsbeginn am Kopf der Warteschlange schon vor dem Laden! ,"May 7, 2020",Rated 1 out of 5 stars
"Erster an der Kasse! Aber nur um nur zu sehen, dass jemand mit den einzigen beiden an die Filiale gelieferten Rädern, die er sich aus dem Lager geholt hatte, an einer bis dahin unbesetzten zweiten Kasse vorbei marschierte!","May 5, 2020",Rated 1 out of 5 stars
Sowas muss man nicht weiter kommentieren!!!,"May 5, 2020",Rated 3 out of 5 stars
"Seit 4 Wochen warte ich nun auf meine Bestellung. Kontaktversuche werden nach mehreren Tagen mit dem Hinweis beantwortet,  daß die Bearbeitung meines Anliegens noch einige Tage dauern würde und ich mich gedulden solle. ","May 5, 2020",Rated 1 out of 5 stars
"Es ist keine telefonische Kontaktaufnahme möglich. Dann lieber doch zu Amazon, leider!","May 5, 2020",Rated 1 out of 5 stars
"Auch ich warte auf mein am 2.4. bezahltes Trampolin. Hin und wieder heißt es, versendet, aber anscheinend wird nur eine Paketnummer generiert, bei DPD rührt sich nämlich nichts. Kommunikation ist nahezu unmöglich. Aldi lässt nur Kontakt per Mail zu. Allein dieser Kundennichtservice sollte langsam den Verbraucherschutz interessieren","May 4, 2020",Rated 1 out of 5 stars
"Trampolin am 2.4 bestellt erst heute am 5.5.2020 das 3 packet erhalten, Habe in der letzten Zeit immer wieder versucht anzurufen um zu fragen wo der Trampolin bleibt zu Wellactive kannte man sich schlecht durchkommen aber bei mehreren Versuchen doch geschafft waren auch sehr nett und haben sich auch alle gekümmert habe auch mehrfach bei Aldi angerufen und heute gottseidank kam dann der Trampolin an letzte Woche erst zwei Pakete und dann heute das dritte das Trampolin ist sehr schön lässt sich super springen für den Preis kann man nicht sagen Aufbau ging auch recht gut ohne Komplikationen also hab bitte Geduld er wird auch bei euch ankommen lg 🤗Drei Sterne für den Service bei Aldi da viele Nummern einfach nicht stimmen oder man nicht durchkommt und 20 Minuten in der Warteschleife warten muss und da es von Aldi keine Informationen in den letzten vier Wochen gegeben hat","May 4, 2020",Rated 1 out of 5 stars
"Wenn ich könnte, würde ich Null Sterne für Aldi Süd liefert geben! Ich habe im Dezember 2019 ! einen Badspiegelschrank dort bestellt. Dieser wurde im Januar defekt angeliefert. Auf die Abholung musste ich 5 Wochen warten. Mein Geld, das ich im Dezember per PayPal bezahlt habe, habe ich trotz 6-facher Nachfrage bis heute nicht zurückerhalten. Aldi verweist dabei auf seinen Lieferanten und fühlt sich für nichts zuständig. Der Lieferant regiert auf keine Email, die Telefonnummer die ich erhalten habe, ist seit Wochen dauerbelegt, egal zu welcher Tages- oder Nachtzeit. ","May 4, 2020",Rated 1 out of 5 stars
"Was Aldi hier abliefert, ist eine bodenlosen Unverschämtheit, den Kunden, der das Geschäft mit Aldi gemacht hier völlig allein zu lassen, mit dem Hinweis im Kleingedruckten würde stehen, dass Aldi für nichts zuständig ist.","Updated May 3, 2020",Rated 1 out of 5 stars
"Ich bin so dermaßen enttäuscht - habe jahrelang immer bei Aldi in den Filialen einkauft, aufgrund dieser schon fast vorsätzlichen Täuschung der Kunden werde ich in keinem Aldigeschäft mehr was kaufen!","May 3, 2020",Rated 2 out of 5 stars
Ich kann jedem nur davon abraten online bei diesem Laden etwas zu bestellen!!!!,"May 2, 2020",Rated 1 out of 5 stars
"Ich habe am 08.04.2020 einen Grillschrank bestellt und sofort bezahlt. Bis heute (05.05.2020) ist weder eine Lieferung erfolgt, noch eine meiner vielen E-Mailanfragen beantwortet worden. Trotz allem Verständnis von wegen Corona bedingte Verzögerungen, schließlich klappt es bei anderen Internetverkäufern auch, das ist auf deutsch gesagt ""unter aller Kanone"" und eine Frechheit sonder gleichen!!! Nicht empfehlenswert und für mich das erste und letzte Mal ... nie wieder aldi liefert!!!!","May 2, 2020",Rated 1 out of 5 stars
"Aldi-liefert.de, die Frage ist in welchem Jahr und ob überhaupt.","May 2, 2020",Rated 2 out of 5 stars
"Leider eine sehr schwache Leistung von Aldi der der Auswahl der Lieferanten, zusätzlich wird der Ganze Versand und die Abwicklung in die Hand des Lieferanten gelegt. So kann man den eigenen eigentlich guten Ruf auch zerstören lassen.","Updated May 7, 2020",Rated 1 out of 5 stars
"Was ist passiert: Am 02.04.2020 ein Trampolin bestellt, 6 Werktage vor Ablauf der ursprünglichen Lieferfrist mal angerufen, da ja weder eine weitere Information noch eine Kontaktaufnahme durch die Spedition/Lieferdienst erfolgt ist. Am Telefon wurde dann gesagt, man haben ja noch Zeit die Lieferfrist einzuhalten, bitte um Verständnis wegen Corona etc. Frage warum die Lieferfrist nicht in der Auftragsbestätigung nicht mit aufgeführt ist. Kommentar: Wir haben das ja auf der Bestellseite drauf. Wird sicher auch nicht geändert...siehe wayback.","Updated Apr 30, 2020",Rated 1 out of 5 stars
"2 Tage vor Ende der ursprünglichen Lieferfrist erneut angerufen, diesmal wurden die Pakete zwar bereits vor über einer Woche bereits an DPD gemeldet aber nicht übergeben/abgeholt, man kümmere sich. Siehe da, am Tag drauf wurden die Paket übergeben. 2 der 3 Pakete treffen getrennt ein, eins bleibt nun verschwunden....mal sehen wie lange es diesmal dauert.","Apr 30, 2020",Rated 1 out of 5 stars
"Einmal bestellt, nie wieder!","Apr 29, 2020",Rated 1 out of 5 stars
Thema Einkaufswagen komplett sinnlos und ohne Gehirnzellen man läuft im Laden quer durchs Beet also hatte Einkaufswagen keinen Sinn und dann soll man als Pärchen zwei Einkaufswagen nehmen auch noch voll verdreckte mit Keimen und Viren und Bakterien die werden doch nicht einmal sauber gemacht ändert euer Konzept so lange gehe ich bei Lidl einkaufen und Co,"Apr 29, 2020",
"Ich habe bei Aldi online eine Langhantelstange und 2x ein Gewichtset bestellt. Da wir uns entschieden haben dies wieder zurückzuschicken fing der ganze langwierige Prozess an. Einen Kontakt zu dem Kundenservice aufzunehmen ist kaum möglich da man weder Email Adresse noch Telefonnummer findet. Das Kontaktformular bezieht sich nur auf Käufe im Laden vor Ort. Nachdem die Ware nun zurückgeschickt war und laut GLS Tracker längst ( also über 2Wochen) bei Aldi angekommen war wurde keine Eingangsbestätigung an mich verschickt. Stattdessen schrieb ich Aldi wieder an um mein Geld zurückzubekommen. Eine Antwort kam etwa 1Woche später mit der Aussage dass die Buchhaltung angewiesen wurde das Geld zurück zu überweisen. Einpaar Tage später war das Geld von einem (von drei) Artikel auf meinem Konto. Um die Rückzahlung der zwei weiteren Artikel muss ich nun wieder versuchen jemanden zu erreichen. Insgesamt ist mein Fazit, dass ich bei Aldi nichts mehr online bestellen werde. Es scheint sehr unprofessionell organisiert zu sein und das für so einen großen Laden.","Apr 29, 2020",Rated 1 out of 5 stars
"Aldi liefert, was soll ich sagen. Bei den jenigen wo es funktioniert hat sind warscheinlich zufrieden.","Updated Apr 29, 2020",Rated 1 out of 5 stars
"Das einzige was funktioniert ist, ist die Registrirung.","Updated May 27, 2020",Rated 1 out of 5 stars
Der Onlineshop ist dem Ansturm nicht gewachsen.  Zwischen dem Warenkorb und der Kasse ist der Artikel schon wieder Ausverkauft. Zum wiederholten mal!.,"Updated May 13, 2020",Rated 1 out of 5 stars
"Wie schon üblich trennt Aldi in Nord und Süd, bei Nord gibt es die Artikel schon ab 0Uhr, Süd erst um 8Uhr. Nord liefert das Paket nicht nach Süd und umgekehrt. Bei gleichen Produkten. ","Apr 27, 2020",Rated 1 out of 5 stars
Fazit ich schaue genau ob ich nicht etwas gleichwertiges woanders bekomme. Und ich nicht bis nach 0:30 Uhr mich mit Aldi Ärgern muss.,"Apr 27, 2020",Rated 1 out of 5 stars
Update:,"Apr 27, 2020",Rated 1 out of 5 stars
"Jetzt gibt es schon erinnermails das der Artikel wieder verfügbar ist, obwohl er Online nicht verfügbar ist, Grottenschlecht!!!","Apr 27, 2020",Rated 1 out of 5 stars
Update 27. Mai 2020:,"Apr 27, 2020",Rated 4 out of 5 stars
"Habe bisher weder die bestellten Waren noch mein Geld zurückerhalten. Habe einen Paypal Konflikt geöffnet. Paypal sagt mir jetzt, dass ich Strafanzeige gegen Aldi Liefert stellen soll. WTF?!!! Ich bin fassungslos.. was soll das?! ","Updated Apr 29, 2020",Rated 1 out of 5 stars
KAUFT AUF KEINEN FALL BEI ALDI LIEFERT! ,"Apr 25, 2020",Rated 1 out of 5 stars
"Absolut katastrophal! Vorsicht! Am 30.03.20 einen Grill mit Zubehör bestellt. Das Geld wurde direkt per Paypal abgebucht. Die Waren wurden bis heute nicht geliefert und der Aldi Kundenservice reagiert auf keine Rückfrage. Habe jetzt einen Paypal Konflikt gestartet in der Hoffnung, dass man mir mein Geld dann zurückzahlt. ","Updated Apr 28, 2020",Rated 2 out of 5 stars
"Ich rate, auf keinen Fall bei Aldi Liefert zu bestellen! Wenn hinter diesem Lieferdienst nicht das renommierte Unternehmen Aldi stehen würde, würde ich von Online Betrug ausgehen.","Apr 25, 2020",Rated 1 out of 5 stars
"Auch wir haben am 2. April bei Aldi ein Trampolin bestellt und sofort per Paypal bezahlt. Am gleichen Tag kam von Aldi die Bestätigungsmail. Seitdem absolut keine Infos mehr. Auch nicht bei Rückfrage beim Kundenservice. Solch einen katastrophalen Service hätten wir nicht erwartet. Fazit: Sucht Euch einen anderen Lieferdienst und drückt uns die Daumen, dass wir irgendwann bald das Trampolin erhalten.","Apr 25, 2020",Rated 1 out of 5 stars
"Update vom 7. Mai: Wir warten noch immer. Aldi schreibt uns, dass wir uns an Wellactive als Lieferanten wenden sollen und sie nicht zuständig sind. Wellactive antwortet nicht. Wir sind super enttäuscht!!","Apr 25, 2020",Rated 1 out of 5 stars
"Update vom 13. Mai: Wir warten noch immer. Wellactive schreibt, dass der fehlende dritte Karton verschickt sei und DPD meldet, dass sie kein Paket erhalten haben. Keiner fühlt sich zuständig und kümmert sich darum. Wir haben jetzt paypal um Klärung oder alternativ Rückerstattung eingeschaltet.","Apr 25, 2020",Rated 1 out of 5 stars
"Ich hatte ein Hochbeet ( für knapp 400€) bei Aldi online bestellt, bezahlt und 2 Tage nach Erhalt und nach Prüfung des Inhalts, der defekt war, zurückgeschickt. Die Belege für den Eingang  der Retoure bei Aldi-liefert habe ich mir von UPS zuschicken lassen und sie auch an Aldi-liefert gesandt.","Apr 24, 2020",Rated 1 out of 5 stars
10 Tage nach Ankunft der Retoure bei Aldi habe ich den Kaufpreis immer noch nicht erstattet bekommen. ,"Apr 23, 2020",Rated 1 out of 5 stars
"Alles sehr unseriös. Man antwortete zunächst vertröstend, mittlerweile garnicht","Apr 23, 2020",Rated 1 out of 5 stars
"Wir haben ebenfalls das Trampolin 430 von wellactive bestellt, ich habe auf drängen auch am 11.04. die Lieferung erhalten, freudestrahlend vor den Kindern versteckt. Ostersonntag also am nächsten Tag sollte das Trampolin dann als Überraschung aufgestellt werden. Ja es war tatsächlich eine Überraschung. Ein Paket doppelt, folglich eines zu wenig. Seit dem 12.04. warte ich nun auf eine Antwort von Aldi wie das Problem nun behoben werden soll. In der Hotline wurde mir eine Nummer von wellactive gegeben, hier geht nach ewig Warteschleife wieder nur ein Roboter ","Apr 23, 2020",
ans Telefon. Echt zum schreien. Bezahlt wurde es von uns ja auch zuverlässig sofort über Paypal. Man fühlt sich mittlerweile echt veräppelt und betrogen. ,"Apr 23, 2020",Rated 1 out of 5 stars
Echt schade für so ein großes Unternehmen.,"Apr 22, 2020",Rated 1 out of 5 stars
"Das man in Corona Zeiten auch Mal länger braucht, OK... Aber das man den Kunden keinerlei Status Updates gibt, auf Mails nicht reagiert und nicht Mal eine Hotline bietet (bzw. dran geht, wenn es klingelt) ist für einen Online Shop im Jahre 2020 nicht mehr zeitgemäß. ","Apr 22, 2020",Rated 1 out of 5 stars
"Ganz, ganz schlecht.","Apr 22, 2020",Rated 1 out of 5 stars
"Aldi liefert nicht, liefert spät, liefert falsch! Nie wieder! Bin auch einer der getäuschten Trampolinkunden vom 2. April. Was die hier abziehen gehört vor das Gericht. Vor Aldi online kann mal alle nur warnen!","Updated Apr 22, 2020",Rated 1 out of 5 stars
"Das Aldi sich auf so niedrigen Niveau herablässt, hätte ich nie gedacht. Ich habe ebenfalls am 02.04 ein Trampolin bestellt. Geld war sehr zügig abgebucht. Dann erst mal nix. Vor 3 Tagen habe ich eine Mail geschickt ( es gibt Firmen, die haben sogar eine Hotline aber nicht der kleine Tante Emma Laden Aldi) die Antwort war"" wir kümmern uns um Ihr Anliegen, geben Sie uns noch ein wenig Zeit "" dann habe ich gestern am 21.04 eine Mail bekommen, das DPD am    20.04 liefert. Klasse Service, liefert jetzt schon mit einer Zeitreisen Maschine. Allerdings haben die bei der Geschwindigkeit keine Trackining Nummer mitgeteilt. Ich lasse mich mal überraschen was als nächstes kommt. Schade Aldi, da habt ihr euch vieles kaputt mit gemacht.","Updated May 7, 2020",Rated 1 out of 5 stars
"Hallo, ich hatte auch am 02.04.2020 das Wellactive 430cm Trampolin bestellt. Der Betrag wurde gleich per PayPal abgebucht. Nächsten Tag die Auftragsbestätigung von Aldi. Dann Funkstille. Ich habe dann ab 14.04.2020 einige Mails an den Kundenservice geschrieben per Kontaktformular. Da kamen dann nur Standard Mails zurück....das es zu Lieferverzögerungen kommen kann....ect.  Hatte gehofft das das Trampolin bis 17.04. kommt ( Sohn hatte da Geburtstag) ... Dann wieder Funkstille bis Mo. 20.04. da kam dann eine Mail von DPD das Pakete unterwegs sind. 21.04. wurden 2 Pakete geliefert. Das 3. Paket fehlt aber noch (ohne dies kann man auch nicht den Aufbau beginnen) DPD Status ist seit Mo. auf ""Auftragsdaten übermittelt"".  so nun warten wir wieder... 2-3 Wochen.. Oder was??  So was ist unmöglich. keine Info., kein Service. Wie kann man unvollständige Bestellung ausliefern..bzw. dann keine Info zur Nachlieferung???  Aldi liefert, für mich nicht noch ein mal.","Apr 22, 2020",Rated 1 out of 5 stars
Bestellung online am 04.04.20 erfolgt. Kieferzungenmuskeln mit DPD erfolglos Beschwerde bei DPD und Aldi bis heute 22.4.20 trotz tel Nachfrage keine Antwort. Unglaublich schlechter Kundenservice! Lidl Ist da um Lichtjahre voraus und Kunden orientierter! Wahrscheinlich hat Aldi wegen Reichtum geschlossen. Das Geld haben sie aber freundlich schon per PP erhalten. Case bei PP ebenfalls eröffnet. Bei allem Respekt und Verständnis für Corona - ich brauche keine Entschuldigung sondern erwarte als Kunde  mindestens eine Antwort. Ich kann jedem nur empfehlen nicht mehr bei Aldi online zu bestellen.,"Apr 21, 2020",Rated 1 out of 5 stars
Mit freundlichen Grüßen,"Apr 21, 2020",Rated 2 out of 5 stars
"Ich habe ebenfalls ein Trampolin am 02.04. bestellt. Kaufpreis wurde umgehen abgebucht, aber bzgl. der Lieferung habe ich seither nichts gehört. Den Vertragspartner von Aldi (Monolith GmbH / wellactive) kann man telefonisch nicht erreichen und auf E-Mails wird nicht reagiert. In den all den Jahren, in denen ich online bestelle, habe ich soetwas Unprofessionelles noch nie erlebt.","Apr 21, 2020",Rated 1 out of 5 stars
Update: 03.05. ,"Apr 21, 2020",Rated 1 out of 5 stars
"wellactive hat sich zwischenzeitlich gemeldet und verkündet, dass die letzten Trampoline diese Woche versendet wurden. Meins war nicht dabei. ","Apr 20, 2020",Rated 1 out of 5 stars
"Aldi erreicht man immer noch nicht, die Homepage verweist lediglich auf wellactive als Ansprechpartner. Wie ich mein Geld zurückbekomme, weiß ich nicht. So etwas schlechtes habe ich noch nie erlebt. Werde jedem davon abraten, dort zu bestellen.","Apr 20, 2020",Rated 1 out of 5 stars
Update: 06.05.,"Apr 19, 2020",Rated 2 out of 5 stars
Trampolin ist nun endlich eingetroffen. Immerhin. Qualität ist gut und das Kind hat viel Spaß.,"Apr 18, 2020",Rated 1 out of 5 stars
"Richtiger Sch***laden, hab das Power Rack bestellt am 4.4.20 die haben nur einen Teil geliefert und jetzt ignoriert mich das Kundencenter egal ob Wellactive oder Aldi Süd, Corona Krise hin oder her aber warum liefert man nur ein Teil was will ich damit ? Soll ich es mir an die wand hängen?","Apr 17, 2020",Rated 1 out of 5 stars
Ich bin auch auf die langen Lieferzeiten reingefallen! ,"Apr 17, 2020",Rated 1 out of 5 stars
"1. War ich schon überrumpelt dass ich die Ware aus dem Prospekt nicht im Markt bekomme. Dann bot mir die Kassiererin an es gleich zu bezahlen und mir liefern zu lassen. Zuerst dachte ich: Super! Vll. gehe ich dann nächstes mal gleich ins Internet, bevor ich extra zum Markt fahre und es dann evtl. schon vergriffen ist!","Apr 15, 2020",Rated 1 out of 5 stars
"2. Der Hinweis mit der Lieferzeit ist mir bei der Code Eingabe gar nicht aufgefallen, auch auf der Bestätigungs Email kein Hinweis auf die Lieferzeit. Nach 2 Wochen habe ich dann gesucht wo ich nachhaken kann. Und das ist dann der dritte Punkt:","Apr 15, 2020",Rated 1 out of 5 stars
"Was ist das denn mensch, das sind doch alles ars.... hier geht nix mehr. Das ist es halt wenn man mit billigen Anbietern arbeitet.","Apr 15, 2020",
"Bei mir die selbe Geschichte. Ich warte seit 24.3. auf meine Langhantel. Die Gewichte dazu habe ich bekommen. Die Langhantel nicht. Seit dem versuche ich Kontakt mit Aldi liefert, GLS und Wellactive, dem Zulieferer zu bekommen, um mein Geld zurück zu bekommen. Bisher vergebens. Wenn zur Kontaktaufnahme lediglich ein Formular und keine Telefonnummer veröffentlicht wird, ist das schon höchst schwindlig. Jetzt hab ich auch Paypal zugeschaltet. Bin extrem verärgert und werde dort nie mehr was bestellen.","Apr 15, 2020",Rated 1 out of 5 stars
"Ich habe am 24.03.2020 eine Hantel und Gewichte von Wellactive bestellt. Ich bin davon ausgegangen das die Lieferung aufgrund der aktuellen Lage wohl nicht bereits nach 5 Tagen wie angegeben (5-10 Tage) ankommen wird. Nach ca. 1 Woche machte ich mir jedoch gedanken, bis ich nach bereits 12 Tagen das Kontaktformular genutzt habe um mich nach der Lieferung zu informieren. Naja wie erwartet kam auch hier erst nach 2 weiteren Tagen eine AUTOMATISIERTE Antwort! Nach 15 Tagen kam dann endlich eine Mail, dass sich die Lieferung durch GLS auf dem Versandweg befindet. Heute nach bereits 22 Tagen ist der Lieferstatus von GLS immernoch : das Paket wurde noch nicht an GLS übergeben. Das ist die größte Frechheit die ich jemals erlebt habe. Nie wieder werde ich etwas bei Aldi bestellen! Das Geld haben sie übrigens schon nach 2 Tagen abgebucht (ist wohl das einzige was sie schnell können). Eigentliche Bewertung : 0,0 Sterne!","Updated Apr 14, 2020",Rated 1 out of 5 stars
Ein Stern ist noch zu viel!,"Apr 14, 2020",Rated 1 out of 5 stars
Bestellt und retourniert. Rückzahlung? Fehlanzeige!,"Apr 14, 2020",Rated 1 out of 5 stars
Nachfrage per Kontaktseite – Antwort: „nach Rücksendung erfolgt Erstattung!“,"Updated Apr 14, 2020",Rated 4 out of 5 stars
Bestätigte Rücksendung erfolgte jedoch schon vor einer Woche!!!,"Apr 10, 2020",Rated 2 out of 5 stars
Nach einer weiteren Woche erneute Anfrage – Antwort: „wir leiten Ihre Anfrage weiter“,"Apr 9, 2020",Rated 1 out of 5 stars
Das war das erste Mal und definitiv das letzte Mal!!!,"Apr 9, 2020",Rated 1 out of 5 stars
"Trotz der vielen negativen Bewertungen, ich bin bestens zufrieden. Wermutstropfen, Leiferungsverfolgung nicht ganz einfach! (4 Sterne) Deshalb und auch wegen der vielen negativen Bewertungen, war ich etwas verunsichert.","Apr 8, 2020",Rated 5 out of 5 stars
" Lieferzeit etwas länger als üblich, ist aber aufgrund der aktuellen Corona Situation, nachvollziehbar.","Apr 8, 2020",Rated 1 out of 5 stars
"Ich kaufe im Markt Püttlingen und Bous ein ,leider in Zeiten von Covid 19 Magelhaft.","Apr 8, 2020",Rated 1 out of 5 stars
Kunden können ohne Einkaufswagen den Markt betreten.(Keine Desinfektion kein Abstand),"Apr 7, 2020",Rated 1 out of 5 stars
Sie sollten sich ein Beispiel am Mitbewerber nehmen.,"Apr 7, 2020",Rated 1 out of 5 stars
Ansonsten freundliches Personal gute Ware.,"Apr 6, 2020",Rated 1 out of 5 stars
"Vor ein paar Tagen habe ich in einer Aldi Süd Filiale in Villingen-Schwenningen u. a. drei teure Avocados (leider keine Hass) erstanden. Auf dem Aufkleber stand 'genussreif'. Eine war schon leicht weich und die wollte ich eben essen. Hab sie mit einem großen Messer aufgeschnitten und wollte sie aufdrehen, da ging die Schale von beiden Hälften einfach ab, die beiden Hälften konnte ich nicht voneinander trennen!! Hab dann mit dem Messer Stücke abgeschnitten, die knochenhart und ungenießbar waren...von wegen grnussreif!!! Das waren die letzten Avocados, die ich bei Aldi gekauft habe!!!!","Apr 6, 2020",Rated 4 out of 5 stars
"Ein Stern zu viel! ""Aldi liefert!"" hat schlechteste Rückabwicklung die ich je erlebt habe! Peinlich, peinlich, peinlich!!!!!!","Apr 5, 2020",Rated 1 out of 5 stars
Das war das erste Mal und definitiv das letzte Mal!!! Nie wieder Aldi liefert!,"Apr 2, 2020",Rated 1 out of 5 stars
"Es besteht noch nicht mal die Möglichkeit die Ware zurück zu schicken, außer man selbst die Rückholung bei DPD zahlt.","Apr 2, 2020",Rated 1 out of 5 stars
Für den DPD Shop ist das Paket zu groß. Rückholung Service bietet Aldi nicht an!,"Apr 2, 2020",Rated 1 out of 5 stars
Eigentlich NULL Sterne!,"Apr 1, 2020",
Defektes Produkt wurde zurückgesendet -Sendungsinformation: am 02.01.2020 um 10:49 U. beim Lieferanten zugestellt.,"Updated Apr 1, 2020",Rated 1 out of 5 stars
"Telefonate, Mails - nix hilft.  Eine Rückerstattung ist auch am 01.04.2020 nicht im Sicht. OK, wenn das einmal passiert.... wenn das allerdings Standard ist, wie hier im Forum ersichtlich ist,i st das eine Riesensauerei ALDI!","Apr 1, 2020",Rated 5 out of 5 stars
